,일련번호,시군구,읍면동리,지번구분,본번지,부번지,시도명,시군구명,읍면,동리,지번,지목,면적,용도지역1,용도지역2,이용상황,주위환경,지세명,형상명,도로교통,공시지가,지리적위치1,지리적위치2
107510,149,41220,10100,1,1103,10,경기도,평택시,,서정동,1103-10,대,654.7,제1종일반주거지역,,업무용,미성숙 상가지대,평지,세로장방형,광대소각,1540000,송탄출장소,남동측인근
107511,150,41220,10100,1,1104,7,경기도,평택시,,서정동,1104-7,대,207.1,제1종일반주거지역,,주상용,신흥 주택지대,평지,정방형,세각(가),905000,송탄출장소,남동측인근
107512,151,41220,10100,2,9,2,경기도,평택시,,서정동,산9-2,임야,5554.0,자연녹지지역,,자연림,시가지주변 야산지대,완경사지,부정형,맹지,69000,송탄출장소,북동측 인근
107513,152,41220,10100,2,176,1,경기도,평택시,,서정동,산176-1,임야,1212.0,자연녹지지역,,자연림,시가지주변 야산지대,완경사지,부정형,맹지,70000,개나리아파트,북동측인근
107514,153,41220,10100,5,1,2,경기도,평택시,,서정동,BL-1-2,대,20582.0,제3종일반주거지역,,주거나지,개발 예정지대,평지,사다리형,광대소각,1340000,고덕국제화지구,내
107515,154,41220,10100,5,1,24,경기도,평택시,,서정동,BL-1-24,대,50113.0,제3종일반주거지역,,주거나지,개발 예정지대,평지,사다리형,광대소각,1360000,고덕국제화지구,내
107516,155,41220,10100,5,3,4,경기도,평택시,,서정동,BL-3-4,학교용지,12250.0,제2종일반주거지역,,주거나지,개발 예정지대,평지,사다리형,중로각지,1250000,고덕국제화지구,내
107517,156,41220,10100,5,108,4,경기도,평택시,,서정동,BL-108-4,대,244.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로한면,1200000,고덕국제화지구,내
107518,157,41220,10100,5,113,2,경기도,평택시,,서정동,BL-113-2,대,264.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107519,158,41220,10100,5,116,5,경기도,평택시,,서정동,BL-116-5,대,253.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107520,159,41220,10100,5,121,1,경기도,평택시,,서정동,BL-121-1,대,241.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107521,160,41220,10100,5,201,4,경기도,평택시,,서정동,BL-201-4,대,247.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107522,161,41220,10100,5,204,6,경기도,평택시,,서정동,BL-204-6,대,253.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107523,162,41220,10100,5,215,4,경기도,평택시,,서정동,BL-215-4,대,250.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107524,163,41220,10100,5,303,5,경기도,평택시,,서정동,BL-303-5,대,240.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107525,164,41220,10100,5,404,4,경기도,평택시,,서정동,BL-404-4,대,255.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,세로장방형,소로각지,1150000,고덕국제화지구,내
107526,165,41220,10100,5,410,1,경기도,평택시,,서정동,BL-410-1,대,300.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,사다리형,중로각지,1240000,고덕국제화지구,내
107527,166,41220,10100,5,502,3,경기도,평택시,,서정동,BL-502-3,대,265.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,가로장방형,소로각지,1150000,고덕국제화지구,내
107528,167,41220,10100,5,605,7,경기도,평택시,,서정동,BL-605-7,대,255.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,가로장방형,소로각지,1150000,고덕국제화지구,내
107529,168,41220,10100,5,701,6,경기도,평택시,,서정동,BL-701-6,대,248.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,소로한면,1060000,고덕국제화지구,내
107530,169,41220,10100,5,803,3,경기도,평택시,,서정동,BL-803-3,대,250.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107531,170,41220,10100,5,805,8,경기도,평택시,,서정동,BL-805-8,대,253.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107532,171,41220,10100,5,815,11,경기도,평택시,,서정동,BL-815-11,대,239.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,사다리형,소로한면,1150000,고덕국제화지구,내
107533,172,41220,10100,5,901,6,경기도,평택시,,서정동,BL-901-6,대,258.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,소로한면,970000,고덕국제화지구,내
107534,173,41220,10100,5,906,5,경기도,평택시,,서정동,BL-906-5,대,258.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,중로각지,1100000,고덕국제화지구,내
107535,174,41220,10100,5,910,1,경기도,평택시,,서정동,BL-910-1,대,240.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,중로각지,1060000,고덕국제화지구,내
107536,175,41220,10100,5,923,4,경기도,평택시,,서정동,BL-923-4,대,267.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,중로각지,1200000,고덕국제화지구,내
107537,176,41220,10100,5,927,8,경기도,평택시,,서정동,BL-927-8,대,260.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,사다리형,소로각지,970000,고덕국제화지구,내
107538,177,41220,10100,5,1004,10,경기도,평택시,,서정동,BL-1004-10,대,245.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107539,178,41220,10100,5,1006,3,경기도,평택시,,서정동,BL-1006-3,대,259.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107540,179,41220,10100,5,1010,4,경기도,평택시,,서정동,BL-1010-4,대,244.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107541,180,41220,10100,5,1020,2,경기도,평택시,,서정동,BL-1020-2,대,267.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107542,181,41220,10100,5,1108,5,경기도,평택시,,서정동,BL-1108-5,대,263.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로한면,1240000,고덕국제화지구,내
107543,182,41220,10100,5,1110,1,경기도,평택시,,서정동,BL-1110-1,대,254.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107544,183,41220,10100,5,1210,5,경기도,평택시,,서정동,BL-1210-5,대,244.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,세로장방형,중로각지,1100000,고덕국제화지구,내
107545,184,41220,10100,5,1212,4,경기도,평택시,,서정동,BL-1212-4,대,228.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,세로장방형,소로한면,970000,고덕국제화지구,내
107546,185,41220,10100,5,1311,8,경기도,평택시,,서정동,BL-1311-8,대,225.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,소로한면,1150000,고덕국제화지구,내
107547,186,41220,10100,5,1318,4,경기도,평택시,,서정동,BL-1318-4,대,215.0,제1종일반주거지역,,주상나지,개발 예정지대,평지,정방형,중로각지,1240000,고덕국제화지구,내
107548,187,41220,10100,5,1703,9,경기도,평택시,,서정동,BL-1703-9,대,248.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,소로한면,970000,고덕국제화지구,내
107549,188,41220,10100,5,1705,5,경기도,평택시,,서정동,BL-1705-5,대,267.0,제1종일반주거지역,,주거나지,개발 예정지대,평지,정방형,중로각지,1150000,고덕국제화지구,내
107550,189,41220,10100,5,5011,2,경기도,평택시,,서정동,BL-5011-2,대,697.0,준주거지역,,상업나지,미성숙 상가지대,평지,가로장방형,중로각지,1500000,고덕국제화지구,내
107551,190,41220,10100,5,5071,1,경기도,평택시,,서정동,BL-5071-1,대,529.0,준주거지역,,상업나지,미성숙 상가지대,평지,세로장방형,중로각지,1450000,고덕국제화지구,내
107552,191,41220,10100,5,6111,1,경기도,평택시,,서정동,BL-6111-1,대,2564.0,중심상업지역,,상업나지,상가 및 업무지대,평지,가로장방형,광대소각,2650000,고덕국제화지구,내
107553,192,41220,10100,5,6142,11,경기도,평택시,,서정동,BL-6142-11,대,1304.0,중심상업지역,,상업나지,상가 및 업무지대,평지,정방형,중로각지,2150000,고덕국제화지구,내
107554,193,41220,10100,5,6222,1,경기도,평택시,,서정동,BL-6222-1,대,1643.0,일반상업지역,,상업나지,상가 및 업무지대,평지,정방형,중로각지,1900000,고덕국제화지구,내
107555,194,41220,10100,5,7021,3,경기도,평택시,,서정동,BL-7021-3,대,1172.0,근린상업지역,,상업나지,미성숙 상가지대,평지,사다리형,중로한면,1750000,고덕국제화지구,내
107556,195,41220,10100,5,7032,2,경기도,평택시,,서정동,BL-7032-2,대,866.0,근린상업지역,,상업나지,미성숙 상가지대,평지,정방형,광대소각,1900000,고덕국제화지구,내
107557,196,41220,10100,5,7041,4,경기도,평택시,,서정동,BL-7041-4,대,580.0,근린상업지역,,상업나지,미성숙 상가지대,평지,세로장방형,중로한면,1700000,고덕국제화지구,내
107558,197,41220,10100,5,7191,2,경기도,평택시,,서정동,BL-7191-2,대,860.0,근린상업지역,,상업나지,미성숙 상가지대,평지,가로장방형,광대소각,1850000,고덕국제화지구,내
107559,198,41220,10100,5,8011,1,경기도,평택시,,서정동,BL-8011-1,대,3617.0,일반상업지역,,상업나지,상가 및 업무지대,평지,가로장방형,광대소각,2150000,고덕국제화지구,내
107560,199,41220,10100,5,8032,1,경기도,평택시,,서정동,BL-8032-1,대,3455.0,일반상업지역,,상업나지,상가 및 업무지대,평지,세로장방형,광대소각,2140000,고덕국제화지구,내
107561,200,41220,10100,5,8111,1,경기도,평택시,,서정동,BL-8111-1,대,2613.0,근린상업지역,,상업나지,상가 및 업무지대,평지,정방형,중로각지,2000000,고덕국제화지구,내
107562,201,41220,10100,5,9021,2,경기도,평택시,,서정동,BL-9021-2,대,4841.0,준주거지역,,상업나지,미성숙 상가지대,평지,사다리형,중로각지,1590000,고덕국제화지구,내
107563,202,41220,10100,5,9221,1,경기도,평택시,,서정동,BL-9221-1,대,12197.0,준주거지역,,주상나지,미성숙 상가지대,평지,사다리형,광대한면,1700000,고덕국제화지구,내
107564,203,41220,10200,1,10,2,경기도,평택시,,장당동,10월 02일,답,2618.0,자연녹지지역,,답,시가지주변 농경지대,완경사지,부정형,세로(불),85000,이충현대아파트,남동측인근
107565,204,41220,10200,1,39,1,경기도,평택시,,장당동,Jan-39,대,660.0,자연녹지지역,,단독주택,미성숙 주택지대,평지,자루형,세로(가),400000,평택장당일반산업단지,남동측 인근
107566,205,41220,10200,1,50,1,경기도,평택시,,장당동,Jan-50,답,1927.0,자연녹지지역,,답,국도주변 농경지대,완경사지,부정형,세로(가),245000,퓨리나사료,북측인근
107567,206,41220,10200,1,52,7,경기도,평택시,,장당동,Jul-52,잡종지,1915.0,자연녹지지역,,상업용,국도변 상가지대,평지,부정형,광대한면,1100000,퓨리나사료,북서측국도변
107568,207,41220,10200,1,52,12,경기도,평택시,,장당동,Dec-52,잡종지,1484.0,자연녹지지역,,공업용,소규모 공장지대,평지,세로장방형,세각(가),590000,퓨리나사료,북서측인근
107569,208,41220,10200,1,158,28,경기도,평택시,,장당동,158-28,답,327.0,자연녹지지역,,답,국도주변 농경지대,평지,사다리형,맹지,191000,광천마을입구삼거리,서측 인근
107570,209,41220,10200,1,160,1,경기도,평택시,,장당동,160-1,전,1840.0,자연녹지지역,,전,국도주변 농경지대,평지,부정형,광대한면,593000,퓨리나사료,남측인근
107571,210,41220,10200,1,175,1,경기도,평택시,,장당동,175-1,전,1724.0,생산녹지지역,,전,국도주변 농경지대,평지,부정형,맹지,192000,광천마을,남동측인근
107572,211,41220,10200,1,185,1,경기도,평택시,,장당동,185-1,대,958.0,생산녹지지역,,상업용,국도변 상가지대,평지,부정형,광대한면,935000,송탄공단,남서측인근
107573,212,41220,10200,1,392,0,경기도,평택시,,장당동,392,전,3047.0,자연녹지지역,,전,국도주변 농경지대,평지,부정형,세로(불),245000,대성병원,서측인근
107574,213,41220,10200,1,408,2,경기도,평택시,,장당동,408-2,대,978.0,생산녹지지역,,상업용,국도변 상가지대,평지,사다리형,광대한면,1190000,제일아파트,남동측근거리
107575,214,41220,10200,1,420,5,경기도,평택시,,장당동,420-5,대,661.0,자연녹지지역,,상업용,국도변 상가지대,평지,정방형,세로(가),650000,장당공단,북측인근
