,nounFrame,Freq,label,비고
11482,경시,2,,
11483,경영학부,2,,
11484,경우지,2,,
11485,경인,2,,
11486,경인선,2,,
11487,경제난,2,,
11488,경제사,2,,
11489,경제전,2,,
11490,경직,2,,
11491,경차,2,,
11492,경찰대,2,,
11493,경청,2,,
11494,경품,2,,
11495,경협,2,,
11496,경희,2,,
11497,곁가지,2,,
11498,계량,2,,
11499,계몽,2,,
11500,계사,2,,
11501,계장,2,,
11502,계절,2,,
11503,계주,2,,
11504,계통,2,,
11505,계파,2,,
11506,계획도,2,,
11507,고각,2,,
11508,고것,2,,
11509,고과,2,,
11510,고노,2,,
11511,고담,2,,
11512,고독,2,,
11513,고든,2,,
11514,고등,2,,
11515,고등어,2,,
11516,고리대금,2,,
11517,고무줄,2,,
11518,고물,2,,
11519,고미,2,,
11520,고민거리,2,,
11521,고민한,2,,
11522,고바야시,2,,
11523,고부,2,,
11524,고소미,2,,
11525,고속버스,2,,
11526,고수임,2,,
11527,고순조,2,,
11528,고요한,2,,
11529,고일석,2,,
11530,고임,2,,
11531,고잉,2,,
11532,고정관념,2,,
11533,고제,2,,
11534,고졸,2,,
11535,고지서,2,,
11536,고철,2,,
11537,고층,2,,
11538,고현,2,,
11539,고혹,2,,
11540,고화,2,,
11541,고회,2,,
11542,곡갱이,2,,
11543,곡기,2,,
11544,곡식,2,,
11545,곤란,2,,
11546,골드뱅크,2,,
11547,골든크로스,2,,
11548,골디,2,,
11549,골렘,2,,
11550,골수,2,,
11551,골칫거리,2,,
11552,골탕,2,,
11553,곰팡이,2,,
11554,곱절,2,,
11555,공군,2,,
11556,공도,2,,
11557,공리주의,2,,
11558,공명,2,,
11559,공무원증,2,,
11560,공범자,2,,
11561,공사장,2,,
11562,공소,2,,
11563,공심,2,,
11564,공안,2,,
11565,공인한,2,,
11566,공작금,2,,
11567,공장도,2,,
11568,공장장,2,,
11569,공장주,2,,
11570,공존,2,,
11571,공출,2,,
11572,공통분모,2,,
11573,공판,2,,
11574,공학도,2,,
11575,공학자,2,,
11576,공화당,2,,
11577,과기대,2,,
11578,과대망상,2,,
11579,과민,2,,
11580,과수원,2,,
11581,과오,2,,
11582,과욕,2,,
11583,과점,2,,
11584,과학도,2,,
11585,곽주현,2,,
11586,관객,2,,
11587,관공서,2,,
11588,관리국,2,,
11589,관왕,2,,
11590,관재인,2,,
11591,관절,2,,
11592,관치,2,,
11593,관통,2,,
11594,관할,2,,
11595,광경,2,,
11596,광복절,2,,
11597,광분,2,,
11598,광선,2,,
11599,광역시,2,,
11600,광우병,2,,
11601,광자,2,,
11602,광해,2,,
11603,광화문역,2,,
11604,괴도,2,,
11605,괴로움,2,,
11606,괴멸,2,,
11607,교과,2,,
11608,교대,2,,
11609,교미,2,,
11610,교민,2,,
11611,교육장,2,,
11612,교재,2,,
11613,교착,2,,
11614,교통방송,2,,
11615,교통정리,2,,
11616,구급,2,,
11617,구니,2,,
11618,구동,2,,
11619,구매액,2,,
11620,구미시,2,,
11621,구별법,2,,
11622,구사,2,,
11623,구색,2,,
11624,구세주,2,,
11625,구약,2,,
11626,구우,2,,
11627,구원자,2,,
11628,구원파,2,,
11629,구입자,2,,
11630,구절,2,,
11631,구직,2,,
11632,구차,2,,
11633,구천,2,,
11634,구피,2,,
11635,구한,2,,
11636,국론,2,,
11637,국립,2,,
11638,국립대,2,,
11639,국물,2,,
11640,국민학교,2,,
11641,국방비,2,,
11642,국방위,2,,
11643,국세청장,2,,
11644,국인,2,,
11645,국제간,2,,
11646,국제법,2,,
11647,국제전,2,,
11648,국책,2,,
11649,국화,2,,
11650,군거,2,,
11651,군부대,2,,
11652,군불,2,,
11653,군선,2,,
11654,군표,2,,
11655,굴착,2,,
11656,궁녀,2,,
11657,궁예,2,,
11658,권능,2,,
11659,권위주의,2,,
11660,궤도,2,,
11661,궤적,2,,
11662,귀결,2,,
11663,귀농,2,,
11664,귀사,2,,
11665,귀염둥이,2,,
11666,규약,2,,
11667,규율,2,,
11668,그날그날,2,,
11669,그따위,2,,
11670,그라드,2,,
11671,그람,2,,
11672,그래피티,2,,
11673,그럴싸,2,,
11674,그레이엄,2,,
11675,그리핀,2,,
11676,그림체,2,,
11677,그해,2,,
11678,극비,2,,
11679,극상,2,,
11680,극좌,2,,
11681,극지,2,,
11682,근기,2,,
11683,근친,2,,
11684,글러브,2,,
11685,글씨,2,,
11686,금가루,2,,
11687,금시,2,,
11688,금융학,2,,
11689,금은보화,2,,
11690,금지안,2,,
11691,금테,2,,
11692,금호타이어,2,,
11693,급매,2,,
11694,급변동,2,,
11695,급부,2,,
11696,급선회,2,,
11697,급속,2,,
11698,급수,2,,
11699,급습,2,,
11700,급행열차,2,,
11701,기갈,2,,
11702,기겁,2,,
11703,기금회,2,,
11704,기내,2,,
11705,기네스북,2,,
11706,기념일,2,,
11707,기대중,2,,
11708,기름칠,2,,
11709,기모노,2,,
11710,기문,2,,
11711,기물,2,,
11712,기새,2,,
11713,기색,2,,
11714,기술과,2,,
11715,기술국,2,,
11716,기술상,2,,
11717,기술위,2,,
11718,기술진,2,,
11719,기시감,2,,
11720,기약,2,,
11721,기억력,2,,
11722,기업명,2,,
11723,기영,2,,
11724,기왕,2,,
11725,기이한,2,,
11726,기종,2,,
11727,기체,2,,
11728,기행,2,,
11729,기현상,2,,
11730,기획부,2,,
11731,기획자,2,,
11732,긴축,2,,
11733,길동,2,,
11734,길목,2,,
11735,길흉화복,2,,
11736,김무성,2,,
11737,김병준,2,,
11738,김성규,2,,
11739,김성일,2,,
11740,김영남,2,,
11741,김용민,2,,
11742,김원,2,,
11743,김윤옥,2,,
11744,김인섭,2,,
11745,김정남,2,,
11746,김종구,2,,
11747,김종석,2,,
11748,김종인,2,,
11749,김주하,2,,
11750,김준영,2,,
11751,김지웅,2,,
11752,김진환,2,,
11753,김현,2,,
11754,김형주,2,,
11755,김흥국,2,,
11756,깁슨,2,,
11757,깍지,2,,
11758,깜깜이,2,,
11759,깜냥,2,,
11760,꼬막,2,,
11761,꼬추,2,,
11762,꽹과리,2,,
11763,꿀맛,2,,
11764,끄나풀,2,,
11765,끝말,2,,
11766,끼니,2,,
11767,나나미,2,,
11768,나열,2,,
11769,나영,2,,
11770,나영석,2,,
11771,나우누리,2,,
11772,나이아가라,2,,
11773,나카무라,2,,
11774,나트륨,2,,
11775,낙마,2,,
11776,낙시,2,,
11777,낙인,2,,
11778,낙지,2,,
11779,낙천,2,,
11780,낙태죄,2,,
11781,난가,2,,
11782,난교,2,,
11783,난데,2,,
11784,난맥,2,,
11785,난방비,2,,
11786,난색,2,,
11787,난세,2,,
11788,난수표,2,,
11789,날갯짓,2,,
11790,남도,2,,
11791,남북통일,2,,
11792,남성인,2,,
11793,남시,2,,
11794,남아공,2,,
11795,남우,2,,
11796,남편감,2,,
11797,남학생,2,,
11798,납북,2,,
11799,납품,2,,
11800,낭설,2,,
11801,낮술,2,,
11802,낯짝,2,,
11803,낱낱,2,,
11804,낱말,2,,
11805,내공,2,,
11806,내국인,2,,
11807,내규,2,,
11808,내지인,2,,
11809,내추럴,2,,
11810,내친구들,2,,
11811,내평,2,,
11812,냉각기,2,,
11813,냉동,2,,
11814,냉온,2,,
11815,너거,2,,
11816,너비,2,,
11817,네스,2,,
11818,네오나치,2,,
11819,네오위즈,2,,
11820,네온싸인,2,,
11821,네이쳐,2,,
11822,노가리,2,,
11823,노동법,2,,
11824,노동현,2,,
11825,노르딕,2,,
11826,노르웨이,2,,
11827,노마,2,,
11828,노망,2,,
11829,노모,2,,
11830,노바,2,,
11831,노비,2,,
11832,노을,2,,
11833,노이로제,2,,
11834,노컷,2,,
11835,노틸러스,2,,
11836,노현정,2,,
11837,노호,2,,
11838,녹스,2,,
11839,녹음,2,,
11840,녹차,2,,
11841,논란거리,2,,
11842,논리력,2,,
11843,논의도,2,,
11844,논제,2,,
11845,농구,2,,
11846,농부,2,,
11847,농어촌,2,,
11848,높낮이,2,,
11849,높이,2,,
11850,누설,2,,
11851,누출,2,,
11852,눈내,2,,
11853,눈높이,2,,
11854,뉴런,2,,
11855,뉴스초점,2,,
11856,뉴욕선,2,,
11857,뉴욕포스트,2,,
11858,느릅나무,2,,
11859,느와르,2,,
11860,는개,2,,
11861,능동,2,,
11862,니놈,2,,
11863,니혼게이자이,2,,
11864,닌자,2,,
11865,다경,2,,
11866,다곤,2,,
11867,다국적,2,,
11868,다남,2,,
11869,다담,2,,
11870,다도,2,,
11871,다람쥐,2,,
11872,다반사,2,,
11873,다방,2,,
11874,다빈,2,,
11875,다상,2,,
11876,다선,2,,
11877,다이젠,2,,
11878,다짐,2,,
11879,다홍,2,,
11880,단결,2,,
11881,단국대,2,,
11882,단백질,2,,
11883,단수,2,,
11884,단식,2,,
11885,단원,2,,
11886,단통,2,,
11887,단팥,2,,
11888,단팥빵,2,,
11889,단행,2,,
11890,단행본,2,,
11891,단화,2,,
11892,담론,2,,
11893,담보물,2,,
11894,담임선생,2,,
11895,담장자,2,,
11896,담화,2,,
11897,답십리,2,,
11898,당나귀,2,,
11899,당락,2,,
11900,당론,2,,
11901,당좌,2,,
11902,당직,2,,
11903,당통,2,,
11904,당파,2,,
11905,당혹,2,,
11906,대갈통,2,,
11907,대검,2,,
11908,대교,2,,
11909,대군,2,,
11910,대노,2,,
11911,대마도,2,,
11912,대망,2,,
11913,대미,2,,
11914,대변자,2,,
11915,대사관,2,,
11916,대서특필,2,,
11917,대선전,2,,
11918,대승,2,,
11919,대역죄,2,,
11920,대요,2,,
11921,대우증권,2,,
11922,대의원,2,,
11923,대자보,2,,
11924,대전사,2,,
11925,대전천,2,,
11926,대쪽,2,,
11927,대창,2,,
11928,대처법,2,,
11929,대천,2,,
11930,대추,2,,
11931,대한국,2,,
11932,대한제국,2,,
11933,대항,2,,
11934,대항마,2,,
11935,대행사,2,,
11936,대흥,2,,
11937,댄서,2,,
11938,더기,2,,
11939,데니스,2,,
11940,데드,2,,
11941,데르,2,,
11942,데이브,2,,
11943,데카,2,,
11944,도구일,2,,
11945,도금,2,,
11946,도너,2,,
11947,도련님,2,,
11948,도르,2,,
11949,도리도리,2,,
11950,도마뱀,2,,
11951,도복,2,,
11952,도살,2,,
11953,도어,2,,
11954,도이체,2,,
11955,도인,2,,
11956,도입부,2,,
11957,도자,2,,
11958,도재욱,2,,
11959,도지,2,,
11960,도착,2,,
11961,도청,2,,
11962,도취,2,,
11963,도타,2,,
11964,도트,2,,
11965,도표,2,,
11966,도한,2,,
11967,도형,2,,
11968,독단,2,,
11969,독도,2,,
11970,독서실,2,,
11971,독약,2,,
11972,독주가,2,,
11973,돈까스,2,,
11974,돈독,2,,
11975,돈뭉치,2,,
11976,돌격,2,,
11977,돌격대,2,,
11978,돌다리,2,,
11979,돌출,2,,
11980,돌팔이,2,,
11981,동내,2,,
11982,동냥,2,,
11983,동력원,2,,
11984,동렬,2,,
11985,동물원,2,,
11986,동반자,2,,
11987,동봉,2,,
11988,동사,2,,
11989,동심,2,,
11990,동양사,2,,
11991,동어,2,,
11992,동정심,2,,
11993,동종,2,,
11994,동창회,2,,
11995,동혁,2,,
11996,두리안,2,,
11997,두만,2,,
11998,두발,2,,
11999,두진,2,,
12000,두통,2,,
12001,두피,2,,
12002,둔화,2,,
12003,둥지,2,,
12004,뒤집기,2,,
12005,뒷거래,2,,
12006,뒷구멍,2,,
12007,뒷면,2,,
12008,뒷조사,2,,
12009,뒷처리,2,,
12010,드라이기,2,,
12011,드라이버,2,,
12012,드럼,2,,
12013,드웨인,2,,
12014,득실,2,,
12015,득표,2,,
12016,들것,2,,
12017,등기소,2,,
12018,등불,2,,
12019,등산,2,,
12020,등산복,2,,
12021,등식,2,,
12022,등신대,2,,
12023,디디,2,,
12024,디스커버,2,,
12025,디스트릭트,2,,
12026,디스플레이,2,,
12027,딜레이,2,,
12028,딤섬,2,,
12029,따라지,2,,
12030,따봉,2,,
12031,딱새,2,,
12032,딴따라,2,,
12033,딸딸이,2,,
12034,딸래미,2,,
12035,딸아이,2,,
12036,땅따먹기,2,,
12037,땅바닥,2,,
12038,땅콩,2,,
12039,떡집,2,,
12040,떨이,2,,
12041,똥꼬,2,,
12042,똥오줌,2,,
12043,똥통,2,,
12044,뚱이,2,,
12045,뜨게,2,,
12046,뜰채,2,,
12047,라돈,2,,
12048,라마,2,,
12049,라벨,2,,
12050,라스트,2,,
12051,라오,2,,
12052,라이스,2,,
12053,라이오넬,2,,
12054,라이코스,2,,
12055,라주,2,,
12056,라쿠,2,,
12057,라키,2,,
12058,락스,2,,
12059,람만,2,,
12060,래니,2,,
12061,러다이트,2,,
12062,러시아어,2,,
12063,레나,2,,
12064,레논,2,,
12065,레미,2,,
12066,레슬링,2,,
12067,레아,2,,
12068,레이나,2,,
12069,레이너,2,,
12070,레이니,2,,
12071,레이크,2,,
12072,레이턴,2,,
12073,레자,2,,
12074,레지,2,,
12075,레코더,2,,
12076,레터,2,,
12077,레파토리,2,,
12078,레프트,2,,
12079,력사,2,,
12080,로건,2,,
12081,로라,2,,
12082,로망,2,,
12083,로맨틱,2,,
12084,로메,2,,
12085,로열티,2,,
12086,로이즈,2,,
12087,로케,2,,
12088,로터리,2,,
12089,로토,2,,
12090,로프,2,,
12091,록스,2,,
12092,롤백,2,,
12093,롯데마트,2,,
12094,루비콘,2,,
12095,루사,2,,
12096,루이스,2,,
12097,룩셈부르크,2,,
12098,르메르,2,,
12099,리더스,2,,
12100,리더십,2,,
12101,리베,2,,
12102,리볼버,2,,
12103,리비,2,,
12104,리빙,2,,
12105,리카싱,2,,
12106,리커,2,,
12107,리타,2,,
12108,리터,2,,
12109,리트머스,2,,
12110,리플레이,2,,
12111,리플리,2,,
12112,마고,2,,
12113,마곡,2,,
12114,마공,2,,
12115,마권,2,,
12116,마노,2,,
12117,마닐라,2,,
12118,마랑,2,,
12119,마모,2,,
12120,마산,2,,
12121,마소,2,,
12122,마시멜로,2,,
12123,마이나스,2,,
12124,마이티,2,,
12125,마차,2,,
12126,마커,2,,
12127,마태,2,,
12128,마틴,2,,
12129,마포,2,,
12130,마한,2,,
12131,막무가내,2,,
12132,막창,2,,
12133,만경,2,,
12134,만골,2,,
12135,만구,2,,
12136,만금,2,,
12137,만리,2,,
12138,만발,2,,
12139,만연,2,,
12140,만재,2,,
12141,맏형,2,,
12142,말귀,2,,
12143,말꼬리,2,,
12144,말단,2,,
12145,말라야,2,,
12146,말발,2,,
12147,말살,2,,
12148,말솜씨,2,,
12149,말초,2,,
12150,맘고생,2,,
12151,맘마,2,,
12152,맘속,2,,
12153,망나니,2,,
12154,망년회,2,,
12155,망라,2,,
12156,망루,2,,
12157,망명,2,,
12158,맞이,2,,
12159,맞장구,2,,
12160,맞춤법,2,,
12161,매개물,2,,
12162,매년,2,,
12163,매도벽,2,,
12164,매사추세츠주,2,,
12165,매스,2,,
12166,매실,2,,
12167,매진,2,,
12168,매초,2,,
12169,매카니즘,2,,
12170,매케인,2,,
12171,매트,2,,
12172,맥스웰,2,,
12173,맨틀,2,,
12174,맬서스,2,,
12175,맷집,2,,
12176,맹공,2,,
12177,맹주,2,,
12178,머독,2,,
12179,머리맡,2,,
12180,머리부,2,,
12181,머치,2,,
12182,먹칠,2,,
12183,멀린,2,,
12184,멍텅구리,2,,
12185,메니,2,,
12186,메이커,2,,
12187,메이크업,2,,
12188,메이트,2,,
12189,메타포,2,,
12190,멘탈리티,2,,
12191,멘토,2,,
12192,멜로디,2,,
12193,면담,2,,
12194,면소,2,,
12195,면접관,2,,
12196,면허증,2,,
12197,명강의,2,,
12198,명맥,2,,
12199,명문,2,,
12200,명보,2,,
12201,명색,2,,
12202,명성교회,2,,
12203,명소,2,,
12204,명저,2,,
12205,명제,2,,
12206,명줄,2,,
12207,명태,2,,
12208,모근,2,,
12209,모닥불,2,,
12210,모독,2,,
12211,모듈,2,,
12212,모래성,2,,
12213,모래알,2,,
12214,모럴,2,,
12215,모발,2,,
12216,모자이크,2,,
12217,모태,2,,
12218,모트,2,,
12219,모티프,2,,
12220,모해,2,,
12221,모회사,2,,
12222,목장,2,,
12223,목적하,2,,
12224,목줄,2,,
12225,몫돈,2,,
12226,몰골,2,,
12227,몰리,2,,
12228,몰리나,2,,
12229,몰살,2,,
12230,몰입,2,,
12231,몽상,2,,
12232,묘미,2,,
12233,묘수,2,,
12234,무개,2,,
12235,무디스,2,,
12236,무마,2,,
12237,무명,2,,
12238,무사,2,,
12239,무생,2,,
12240,무소,2,,
12241,무수,2,,
12242,무스,2,,
12243,무신,2,,
12244,무용론,2,,
12245,무제,2,,
12246,무조,2,,
12247,무주,2,,
12248,무지개,2,,
12249,무직자,2,,
12250,무학,2,,
12251,묶음,2,,
12252,문란,2,,
12253,문맥,2,,
12254,문무,2,,
12255,문선,2,,
12256,문책,2,,
12257,문체,2,,
12258,문틀,2,,
12259,문현동,2,,
12260,물감,2,,
12261,물리학자,2,,
12262,물밑,2,,
12263,물방울,2,,
12264,물보,2,,
12265,물신,2,,
12266,물음표,2,,
12267,물자,2,,
12268,뭉칫돈,2,,
12269,뮤지컬,2,,
12270,뮤추얼펀드,2,,
12271,미간,2,,
12272,미결,2,,
12273,미국행,2,,
12274,미궁,2,,
12275,미금,2,,
12276,미끄럼틀,2,,
12277,미납,2,,
12278,미덕,2,,
12279,미도,2,,
12280,미동,2,,
12281,미래에셋,2,,
12282,미래학자,2,,
12283,미명,2,,
12284,미사,2,,
12285,미샤,2,,
12286,미셸,2,,
12287,미아,2,,
12288,미약,2,,
12289,미완,2,,
12290,미용사,2,,
12291,미우,2,,
12292,미움,2,,
12293,미제스,2,,
12294,미친개,2,,
12295,미키,2,,
12296,미트라,2,,
12297,민노당,2,,
12298,민노총,2,,
12299,민석,2,,
12300,민속촌,2,,
12301,민아,2,,
12302,민의,2,,
12303,민의당,2,,
12304,민초,2,,
12305,민형사,2,,
12306,밀리어네어,2,,
12307,밀실,2,,
12308,바겐,2,,
12309,바꿔치기,2,,
12310,바느질,2,,
12311,바늘,2,,
12312,바닦,2,,
12313,바르샤바,2,,
12314,바위,2,,
12315,바이바이,2,,
12316,바이킹,2,,
12317,박두,2,,
12318,박보희,2,,
12319,박수무당,2,,
12320,박아라,2,,
12321,박은하,2,,
12322,박주,2,,
12323,박쥐,2,,
12324,박지민,2,,
12325,박지훈,2,,
12326,박통,2,,
12327,박하,2,,
12328,반기,2,,
12329,반다이,2,,
12330,반달,2,,
12331,반대급부,2,,
12332,반대론자,2,,
12333,반대일,2,,
12334,반대자,2,,
12335,반대표,2,,
12336,반말,2,,
12337,반병희,2,,
12338,반신반의,2,,
12339,반절,2,,
12340,반짝이,2,,
12341,반토,2,,
12342,반환,2,,
12343,받침,2,,
12344,발길,2,,
12345,발끝,2,,
12346,발렌타인데이,2,,
12347,발리섬,2,,
12348,발명자,2,,
12349,발산,2,,
12350,발송,2,,
12351,발위,2,,
12352,발음,2,,
12353,발전도,2,,
12354,발주,2,,
12355,발췌,2,,
12356,발표일,2,,
12357,발해,2,,
12358,발현,2,,
12359,발휘,2,,
12360,밥맛,2,,
12361,밥벌이,2,,
12362,방글라데시,2,,
12363,방독면,2,,
12364,방망이,2,,
12365,방면,2,,
12366,방방,2,,
12367,방부,2,,
12368,방세,2,,
12369,방수,2,,
12370,방심,2,,
12371,방앗간,2,,
12372,방영한,2,,
12373,방임,2,,
12374,방임주의,2,,
12375,방정,2,,
12376,방종,2,,
12377,방준혁,2,,
12378,방지책,2,,
12379,방탕,2,,
12380,방하,2,,
12381,방한,2,,
12382,배금주의,2,,
12383,배급,2,,
12384,배꼽,2,,
12385,배달사,2,,
12386,배덕,2,,
12387,배승희,2,,
12388,배신자,2,,
12389,배열,2,,
12390,배율,2,,
12391,배재,2,,
12392,배정훈,2,,
12393,배제한,2,,
12394,배추,2,,
12395,배트맨,2,,
12396,백고,2,,
12397,백그라운드,2,,
12398,백단,2,,
12399,백도어,2,,
12400,백분,2,,
12401,백성문,2,,
12402,백일,2,,
12403,백작,2,,
12404,백전백패,2,,
12405,백제,2,,
12406,백타,2,,
12407,백해무익,2,,
12408,백흑,2,,
12409,밴쿠버,2,,
12410,뱅가드,2,,
12411,버디,2,,
12412,버로우,2,,
12413,버스비,2,,
12414,버진아일랜드,2,,
12415,버추얼텍,2,,
12416,버클리대학,2,,
12417,버터,2,,
12418,버팀목,2,,
12419,번거로움,2,,
12420,번뇌,2,,
12421,번성,2,,
12422,번역자,2,,
12423,번영,2,,
12424,번지수,2,,
12425,번화가,2,,
12426,벌리,2,,
12427,범람,2,,
12428,범부,2,,
12429,법관,2,,
12430,법대,2,,
12431,법률안,2,,
12432,법사위원장,2,,
12433,법상,2,,
12434,법장,2,,
12435,법전,2,,
12436,법지,2,,
12437,법체계,2,,
12438,베그,2,,
12439,베니,2,,
12440,베버,2,,
12441,베스터,2,,
12442,베아,2,,
12443,베터,2,,
12444,벤틀리,2,,
12445,벼슬,2,,
12446,변기,2,,
12447,변두리,2,,
12448,변압기,2,,
12449,변액,2,,
12450,변절자,2,,
12451,변천사,2,,
12452,변호,2,,
12453,변환기,2,,
12454,별말씀,2,,
12455,별생각,2,,
12456,별수,2,,
12457,별지,2,,
12458,병신년,2,,
12459,병아리,2,,
12460,병적,2,,
12461,병태,2,,
12462,병폐,2,,
12463,병행,2,,
12464,보관료,2,,
12465,보그,2,,
12466,보도국,2,,
12467,보따리상,2,,
12468,보라색,2,,
12469,보라카이,2,,
12470,보리차,2,,
12471,보물섬,2,,
12472,보석상,2,,
12473,보수파,2,,
12474,보안국,2,,
12475,보안부,2,,
12476,보안사,2,,
12477,보야,2,,
12478,보유액,2,,
12479,보이콧,2,,
12480,보조금,2,,
12481,보좌관,2,,
12482,보주,2,,
12483,보직,2,,
12484,보호소,2,,
12485,보호원,2,,
12486,보호재,2,,
12487,복도,2,,
12488,복마전,2,,
12489,복면,2,,
12490,복제품,2,,
12491,복주머니,2,,
12492,복지비,2,,
12493,복창,2,,
12494,복합체,2,,
12495,본도,2,,
12496,본드,2,,
12497,본부장,2,,
12498,본산,2,,
12499,본연,2,,
12500,본즈,2,,
12501,본토,2,,
12502,볼거리,2,,
12503,볼모,2,,
12504,봉기,2,,
12505,부과세,2,,
12506,부기,2,,
12507,부나방,2,,
12508,부내,2,,
12509,부녀,2,,
12510,부다,2,,
12511,부대원,2,,
12512,부도난,2,,
12513,부르주아,2,,
12514,부림,2,,
12515,부산은행,2,,
12516,부수,2,,
12517,부야,2,,
12518,부양,2,,
12519,부양책,2,,
12520,부원장,2,,
12521,부전,2,,
12522,부조,2,,
12523,부조금,2,,
12524,부주,2,,
12525,부지런,2,,
12526,부축,2,,
12527,부트,2,,
12528,북부,2,,
12529,북정,2,,
12530,북한식,2,,
12531,북한인,2,,
12532,분당,2,,
12533,분당선,2,,
12534,분사,2,,
12535,분석법,2,,
12536,분쇄,2,,
12537,분열증,2,,
12538,분출,2,,
12539,분통,2,,
12540,분한,2,,
12541,분홍,2,,
12542,불가해,2,,
12543,불고기,2,,
12544,불럭,2,,
12545,불문,2,,
12546,불쏘시개,2,,
12547,불용,2,,
12548,불투명,2,,
12549,불한당,2,,
12550,불효,2,,
12551,뷰티,2,,
12552,뷰티풀,2,,
12553,브렌트,2,,
12554,브론즈,2,,
12555,브루크,2,,
12556,브리프,2,,
12557,브릭,2,,
12558,브린,2,,
12559,브릿지,2,,
12560,블라디미르,2,,
12561,블라우스,2,,
12562,블랑,2,,
12563,블러,2,,
12564,블레이크,2,,
12565,블루칩,2,,
12566,비게,2,,
12567,비닐,2,,
12568,비단,2,,
12569,비등,2,,
12570,비만,2,,
12571,비문,2,,
12572,비방,2,,
12573,비상구,2,,
12574,비상식량,2,,
12575,비상조치,2,,
12576,비서실,2,,
12577,비시,2,,
12578,비아코,2,,
12579,비야,2,,
12580,비운,2,,
12581,비자카드,2,,
12582,비축,2,,
12583,비통,2,,
12584,비트겐슈타인,2,,
12585,비틀즈,2,,
12586,비판가,2,,
12587,비판자,2,,
12588,비하인드,2,,
12589,비화,2,,
12590,빅리그,2,,
12591,빅맥,2,,
12592,빅스,2,,
12593,빈껍데기,2,,
12594,빈말,2,,
12595,빈발,2,,
12596,빈집,2,,
12597,빗발,2,,
12598,빙수,2,,
12599,빠꾸,2,,
12600,빠순이,2,,
12601,빠이,2,,
12602,빵구,2,,
12603,빵빠레,2,,
12604,뼈다귀,2,,
12605,삐깔,2,,
12606,삐끼,2,,
12607,사각,2,,
12608,사견,2,,
12609,사고사,2,,
12610,사관학교,2,,
12611,사기전,2,,
12612,사담,2,,
12613,사대주의,2,,
12614,사랄,2,,
12615,사랑니,2,,
12616,사령관,2,,
12617,사례금,2,,
12618,사료,2,,
12619,사마의,2,,
12620,사마천,2,,
12621,사면초가,2,,
12622,사미,2,,
12623,사바,2,,
12624,사발,2,,
12625,사방팔방,2,,
12626,사병,2,,
12627,사상자,2,,
12628,사생아,2,,
12629,사시미,2,,
12630,사업비,2,,
12631,사여,2,,
12632,사위,2,,
12633,사육,2,,
12634,사은품,2,,
12635,사이렌,2,,
12636,사이먼,2,,
12637,사이언스,2,,
12638,사이키,2,,
12639,사자후,2,,
12640,사죄,2,,
12641,사주팔자,2,,
12642,사즉생,2,,
12643,사직,2,,
12644,사직서,2,,
12645,사채업,2,,
12646,사촌들,2,,
12647,사탕발림,2,,
12648,사파이어,2,,
12649,사필귀정,2,,
12650,사회부,2,,
12651,산기,2,,
12652,산더미,2,,
12653,산맥,2,,
12654,산불,2,,
12655,산산조각,2,,
12656,산술,2,,
12657,산술급수,2,,
12658,산업부,2,,
12659,산유국,2,,
12660,산자,2,,
12661,산타클로스,2,,
12662,산화,2,,
12663,살부,2,,
12664,살상,2,,
12665,살찐,2,,
12666,살충제,2,,
12667,살판,2,,
12668,삼다,2,,
12669,삼라만상,2,,
12670,삼매경,2,,
12671,삼성반도체,2,,
12672,삼성화재,2,,
12673,삼손,2,,
12674,삼송,2,,
12675,상계,2,,
12676,상공,2,,
12677,상념,2,,
12678,상등,2,,
12679,상반,2,,
12680,상보,2,,
12681,상수,2,,
12682,상수리,2,,
12683,상이,2,,
12684,상정,2,,
12685,상조회,2,,
12686,상징물,2,,
12687,상층,2,,
12688,상층부,2,,
12689,상하,2,,
12690,상해,2,,
12691,새것,2,,
12692,새날,2,,
12693,새롬,2,,
12694,새시,2,,
12695,새집,2,,
12696,생리,2,,
12697,생리대,2,,
12698,생물,2,,
12699,생산국,2,,
12700,생산물,2,,
12701,생색,2,,
12702,생수,2,,
12703,생애,2,,
12704,생쥐,2,,
12705,생즉사,2,,
12706,생초,2,,
12707,샤머니즘,2,,
12708,샤워,2,,
12709,서거,2,,
12710,서고,2,,
12711,서구,2,,
12712,서명한,2,,
12713,서모,2,,
12714,서바이벌,2,,
12715,서사시,2,,
12716,서술,2,,
12717,서시,2,,
12718,서실,2,,
12719,서제,2,,
12720,서초동,2,,
12721,서프,2,,
12722,석숭,2,,
12723,선기,2,,
12724,선나,2,,
12725,선녀,2,,
12726,선다,2,,
12727,선도주,2,,
12728,선라이즈,2,,
12729,선만,2,,
12730,선모,2,,
12731,선무,2,,
12732,선산,2,,
12733,선수촌,2,,
12734,선아,2,,
12735,선언문,2,,
12736,선임료,2,,
12737,선장,2,,
12738,선형,2,,
12739,선호도,2,,
12740,선후배,2,,
12741,설겆이,2,,
12742,설경구,2,,
12743,설명자,2,,
12744,설사,2,,
12745,설수,2,,
12746,설왕설래,2,,
12747,설움,2,,
12748,섭이,2,,
12749,섭취,2,,
12750,섯다,2,,
12751,성공기,2,,
12752,성공도,2,,
12753,성당,2,,
12754,성모병원,2,,
12755,성상,2,,
12756,성소,2,,
12757,성역,2,,
12758,성원,2,,
12759,성의,2,,
12760,성자산,2,,
12761,성적표,2,,
12762,성조,2,,
